"","doid","is_a"
"17801"," DOID:10660"," DOID:4691 "
"17804"," DOID:10661"," DOID:4691 "
"17807"," DOID:1067"," DOID:1686 "
"17810"," DOID:1068"," DOID:1070 "
"17813"," DOID:10685"," DOID:2030 "
"17816"," DOID:10686"," DOID:10350 "
"17819"," DOID:10688"," DOID:3463 "
"17822"," DOID:10689",NA
"17824"," DOID:10690"," DOID:3463 "
"17827"," DOID:10691"," DOID:3463 "
"17830"," DOID:10697"," DOID:9724 "
"17833"," DOID:10699"," DOID:883 "
"17836"," DOID:1070"," DOID:1067 "
"17839"," DOID:10708",NA
"17841"," DOID:10717",NA
"17843"," DOID:10718"," DOID:2789 "
"17846"," DOID:10719"," DOID:7998 "
"17849"," DOID:1073"," DOID:11130 "
"17852"," DOID:10731",NA
"17854"," DOID:1074"," DOID:557 "
"17857"," DOID:10742"," DOID:1443 "
"17860"," DOID:10744"," DOID:11747 "
"17863"," DOID:10747",NA
"17865"," DOID:1075",NA
"17867"," DOID:10754"," DOID:5100 "
"17870"," DOID:10755"," DOID:1019 "
"17873"," DOID:1076"," DOID:11400 "
"17876"," DOID:10760",NA
"17878"," DOID:10762"," DOID:272 "
"17881"," DOID:10763"," DOID:0050828 "
"17884"," DOID:10764",NA
"17886"," DOID:1077",NA
"17888"," DOID:10772"," DOID:2452 "
"17891"," DOID:10773"," DOID:3482 "
"17894"," DOID:10774",NA
"17896"," DOID:10778"," DOID:3951 "
"17899"," DOID:10779"," DOID:3951 "
"17902"," DOID:1078",NA
"17904"," DOID:10780"," DOID:8432 "
"17907"," DOID:10782"," DOID:1602 "
"17910"," DOID:10783"," DOID:2860 "
"17913"," DOID:10784"," DOID:11104 "
"17916"," DOID:10787"," DOID:1414 "
"17919"," DOID:10788",NA
"17921"," DOID:1079"," DOID:1080 "
"17924"," DOID:10790"," DOID:10791 "
"17927"," DOID:10791"," DOID:0050127 "
"17930"," DOID:10792"," DOID:2051 "
"17933"," DOID:10793"," DOID:10794 "
"17936"," DOID:10794"," DOID:0050127 "
"17939"," DOID:10795",NA
"17941"," DOID:1080"," DOID:883 "
"17944"," DOID:10802"," DOID:9401 "
"17947"," DOID:10803",NA
"17949"," DOID:10808"," DOID:750 "
"17952"," DOID:1081"," DOID:1080 "
"17955"," DOID:10810"," DOID:971 "
"17958"," DOID:10811"," DOID:0050615 "
"17961"," DOID:10812"," DOID:10811 "
"17964"," DOID:10813"," DOID:10811 "
"17967"," DOID:10815",NA
"17969"," DOID:10816"," DOID:10021 "
"17972"," DOID:10817"," DOID:0060043 "
"17975"," DOID:10818",NA
"17977"," DOID:1082"," DOID:1080 "
"17980"," DOID:10823"," DOID:10825 "
"17983"," DOID:10824"," DOID:10763 "
"17986"," DOID:10825"," DOID:10763 "
"17989"," DOID:10827",NA
"17991"," DOID:10834"," DOID:0060044 "
"17994"," DOID:10835"," DOID:48 "
"17997"," DOID:10836",NA
"17999"," DOID:10837",NA
"18001"," DOID:10838",NA
"18003"," DOID:10841"," DOID:934 "
"18006"," DOID:10842"," DOID:934 "
"18009"," DOID:10843"," DOID:934 "
"18012"," DOID:10844"," DOID:934 "
"18015"," DOID:10845"," DOID:934 "
"18018"," DOID:10846"," DOID:5295 "
"18021"," DOID:10848",NA
"18023"," DOID:10849"," DOID:0060043 "
"18026"," DOID:1085"," DOID:0060429 "
"18029"," DOID:10852"," DOID:10754 "
"18032"," DOID:10854"," DOID:403 "
"18035"," DOID:1086",NA
"18037"," DOID:10863"," DOID:540 "
"18040"," DOID:10864"," DOID:10863 "
"18043"," DOID:10865"," DOID:3817 "
"18046"," DOID:10866"," DOID:10863 "
"18049"," DOID:10869"," DOID:10863 "
"18052"," DOID:10871"," DOID:2007 "
"18055"," DOID:10873"," DOID:2007 "
"18058"," DOID:10875",NA
"18060"," DOID:10877",NA
"18062"," DOID:1088"," DOID:0080016 "
"18065"," DOID:10880"," DOID:3875 "
"18068"," DOID:10881"," DOID:934 "
"18071"," DOID:10882"," DOID:934 "
"18074"," DOID:10883"," DOID:934 "
"18077"," DOID:10887"," DOID:1024 "
"18080"," DOID:1089"," DOID:319 "
"18083"," DOID:10892"," DOID:0080015 "
"18086"," DOID:10901",NA
"18088"," DOID:10902",NA
"18090"," DOID:10907"," DOID:2490 "
"18093"," DOID:10908"," DOID:1443 "
"18096"," DOID:1091"," DOID:403 "
"18099"," DOID:10910",NA
"18101"," DOID:10911",NA
"18103"," DOID:10913"," DOID:10825 "
"18106"," DOID:10914"," DOID:1561 "
"18109"," DOID:10915"," DOID:0070313 "
"18112"," DOID:10918",NA
"18114"," DOID:10919",NA
"18116"," DOID:10921"," DOID:11104 "
"18119"," DOID:10922",NA
"18121"," DOID:10923"," DOID:620 "
"18124"," DOID:10924",NA
"18126"," DOID:10925",NA
"18128"," DOID:10927"," DOID:750 "
"18131"," DOID:10930"," DOID:1510 "
"18134"," DOID:10931"," DOID:1510 "
"18137"," DOID:10932"," DOID:1510 "
"18140"," DOID:10933"," DOID:2030 "
"18143"," DOID:10934"," DOID:10935 "
"18146"," DOID:10935"," DOID:150 "
"18149"," DOID:10936"," DOID:1510 "
"18152"," DOID:10937"," DOID:150 "
"18155"," DOID:10938"," DOID:1510 "
"18158"," DOID:10939"," DOID:1510 "
"18161"," DOID:1094"," DOID:0060038 "
"18164"," DOID:10941"," DOID:3527 "
"18167"," DOID:10944"," DOID:403 "
"18170"," DOID:10952"," DOID:557 "
"18173"," DOID:10955"," DOID:883 "
"18176"," DOID:10957",NA
"18178"," DOID:10958",NA
"18180"," DOID:10959",NA
"18182"," DOID:10963"," DOID:10964 "
"18185"," DOID:10964"," DOID:869 "
"18188"," DOID:10965"," DOID:0050669 "
"18191"," DOID:10966"," DOID:1184 "
"18194"," DOID:10967"," DOID:0050669 "
"18197"," DOID:10968"," DOID:0050669 "
"18200"," DOID:10969"," DOID:331 "
"18203"," DOID:1097",NA
"18205"," DOID:10970"," DOID:0050669 "
"18208"," DOID:10971"," DOID:10972 "
"18211"," DOID:10972"," DOID:10974 "
"18214"," DOID:10973"," DOID:5733 "
"18217"," DOID:10974"," DOID:1100 "
"18220"," DOID:10976"," DOID:2921 "
"18223"," DOID:10978",NA
"18225"," DOID:10979",NA
"18227"," DOID:1098"," DOID:11252 "
"18230"," DOID:10980",NA
"18232"," DOID:10983"," DOID:225 "
"18235"," DOID:10986"," DOID:1222 "
"18238"," DOID:10989"," DOID:4251 "
"18241"," DOID:1099"," DOID:10241 "
"18244"," DOID:10991"," DOID:6713 "
"18247"," DOID:10992"," DOID:639 "
"18250"," DOID:10993"," DOID:9588 "
"18253"," DOID:10997"," DOID:9669 "
"18256"," DOID:10998",NA
"18258"," DOID:110"," DOID:5614 "
"18261"," DOID:1100"," DOID:229 "
"18264"," DOID:11000",NA
"18266"," DOID:11001",NA
"18268"," DOID:11002",NA
"18270"," DOID:11003",NA
"18272"," DOID:11005",NA
"18274"," DOID:11014"," DOID:3128 "
"18277"," DOID:11018",NA
"18279"," DOID:11019",NA
"18281"," DOID:11020",NA
"18283"," DOID:11027",NA
"18285"," DOID:11028"," DOID:10124 "
"18288"," DOID:11029"," DOID:10139 "
"18291"," DOID:1103",NA
"18293"," DOID:11030"," DOID:10124 "
"18296"," DOID:11031"," DOID:11030 "
"18299"," DOID:11032"," DOID:11030 "
"18302"," DOID:11033"," DOID:11030 "
"18305"," DOID:11034"," DOID:11030 "
"18308"," DOID:11036"," DOID:2921 "
"18311"," DOID:11037"," DOID:10935 "
"18314"," DOID:11038"," DOID:10935 "
"18317"," DOID:11042"," DOID:225 "
"18320"," DOID:11044"," DOID:0080015 "
"18323"," DOID:11049"," DOID:850 "
"18326"," DOID:1105",NA
"18328"," DOID:11054"," DOID:3996 "
"18331"," DOID:11055"," DOID:0050338 "
"18334"," DOID:11056",NA
"18336"," DOID:1106"," DOID:5041 "
"18339"," DOID:11060"," DOID:780 "
"18342"," DOID:1107"," DOID:5041 "
"18345"," DOID:11074",NA
"18347"," DOID:11076"," DOID:11077 "
"18350"," DOID:11077"," DOID:0050338 "
"18353"," DOID:11079"," DOID:4110 "
"18356"," DOID:1108"," DOID:5041 "
"18359"," DOID:11080"," DOID:4110 "
"18362"," DOID:11086"," DOID:5679 "
"18365"," DOID:11088"," DOID:1579 "
"18368"," DOID:1109",NA
"18370"," DOID:11091",NA
"18372"," DOID:11092",NA
"18374"," DOID:11093",NA
"18376"," DOID:11096",NA
"18378"," DOID:11097",NA
"18380"," DOID:11099",NA
"18382"," DOID:1110",NA
"18384"," DOID:11100"," DOID:0050338 "
"18387"," DOID:11101"," DOID:11102 "
"18390"," DOID:11102"," DOID:0050338 "
"18393"," DOID:11103"," DOID:11104 "
"18396"," DOID:11104"," DOID:0050338 "
"18399"," DOID:11105"," DOID:8501 "
"18402"," DOID:11106",NA
"18404"," DOID:11107",NA
"18406"," DOID:1111",NA
"18408"," DOID:11110",NA
"18410"," DOID:11111"," DOID:5200 "
"18413"," DOID:11118",NA
"18415"," DOID:11119"," DOID:2769 "
"18418"," DOID:1112",NA
"18420"," DOID:11120"," DOID:10132 "
"18423"," DOID:11121"," DOID:5330 "
"18426"," DOID:11123"," DOID:9809 "
"18429"," DOID:11125"," DOID:2218 "
"18432"," DOID:11126"," DOID:1588 "
"18435"," DOID:11129"," DOID:2742 "
"18438"," DOID:1113",NA
"18440"," DOID:11130"," DOID:10763 "
"18443"," DOID:11132"," DOID:47 "
"18446"," DOID:11133"," DOID:11132 "
"18449"," DOID:11134"," DOID:1400 "
"18452"," DOID:1114"," DOID:5041 "
"18455"," DOID:11144",NA
"18457"," DOID:11145",NA
"18459"," DOID:11147",NA
"18461"," DOID:11148"," DOID:1686 "
"18464"," DOID:11149"," DOID:1686 "
"18467"," DOID:1115"," DOID:0050687 "
"18470"," DOID:11150",NA
"18472"," DOID:11151"," DOID:0060262 "
"18475"," DOID:11153"," DOID:1382 "
"18478"," DOID:11155"," DOID:1383 "
"18481"," DOID:11156"," DOID:11155 "
"18484"," DOID:11158",NA
"18486"," DOID:1116"," DOID:0050339 "
"18489"," DOID:11161"," DOID:11162 "
"18492"," DOID:11162"," DOID:850 "
"18495"," DOID:11163",NA
"18497"," DOID:11164"," DOID:1237 "
"18500"," DOID:11165"," DOID:934 "
"18503"," DOID:11166"," DOID:934 "
"18506"," DOID:11167",NA
"18508"," DOID:11168"," DOID:934 "
"18511"," DOID:11169",NA
"18513"," DOID:11170",NA
"18515"," DOID:11171",NA
"18517"," DOID:11172",NA
"18519"," DOID:11175"," DOID:930 "
"18522"," DOID:11177"," DOID:10034 "
"18525"," DOID:11179",NA
"18527"," DOID:11180"," DOID:10754 "
"18530"," DOID:11181"," DOID:11180 "
"18533"," DOID:11182",NA
"18535"," DOID:11183",NA
"18537"," DOID:11184"," DOID:6195 "
"18540"," DOID:11186"," DOID:0050292 "
"18543"," DOID:11189"," DOID:5330 "
"18546"," DOID:1119",NA
"18548"," DOID:11190"," DOID:11184 "
"18551"," DOID:11193"," DOID:11971 "
"18554"," DOID:11195"," DOID:974 "
"18557"," DOID:11197"," DOID:11184 "
"18560"," DOID:11198"," DOID:225 "
"18563"," DOID:11199"," DOID:11201 "
"18566"," DOID:112"," DOID:866 "
"18569"," DOID:11200"," DOID:612 "
"18572"," DOID:11201"," DOID:28 "
"18575"," DOID:11202"," DOID:13543 "
"18578"," DOID:11203"," DOID:11204 "
"18581"," DOID:11204"," DOID:2475 "
"18584"," DOID:11206"," DOID:302 "
"18587"," DOID:11211"," DOID:11212 "
"18590"," DOID:11212"," DOID:0050593 "
"18593"," DOID:11213"," DOID:11184 "
"18596"," DOID:11215",NA
"18598"," DOID:11217"," DOID:5782 "
"18601"," DOID:11219"," DOID:11184 "
"18604"," DOID:1122",NA
"18606"," DOID:11223"," DOID:5295 "
"18609"," DOID:11227"," DOID:934 "
"18612"," DOID:1123"," DOID:381 "
"18615"," DOID:11230"," DOID:930 "
"18618"," DOID:11231"," DOID:11230 "
"18621"," DOID:11232"," DOID:11230 "
"18624"," DOID:11233"," DOID:11230 "
"18627"," DOID:11234"," DOID:11230 "
"18630"," DOID:11235"," DOID:2742 "
"18633"," DOID:11239"," DOID:10155 "
"18636"," DOID:11240"," DOID:4610 "
"18639"," DOID:11241"," DOID:11239 "
"18642"," DOID:11242"," DOID:8432 "
"18645"," DOID:11243"," DOID:11244 "
"18648"," DOID:11244"," DOID:2355 "
"18651"," DOID:11245"," DOID:1227 "
"18654"," DOID:11246"," DOID:11247 "
"18657"," DOID:11247"," DOID:2452 "
"18660"," DOID:11248",NA
"18662"," DOID:11249"," DOID:5113 "
"18665"," DOID:11252"," DOID:2355 "
"18668"," DOID:11254"," DOID:0050480 "
"18671"," DOID:11256"," DOID:0050338 "
"18674"," DOID:11257"," DOID:591 "
"18677"," DOID:11258"," DOID:11102 "
"18680"," DOID:11259",NA
"18682"," DOID:11260"," DOID:934 "
"18685"," DOID:11261",NA
"18687"," DOID:11262"," DOID:0050338 "
"18690"," DOID:11263"," DOID:0050339 "
"18693"," DOID:11264",NA
"18695"," DOID:11265"," DOID:0050339 "
"18698"," DOID:11266"," DOID:934 "
"18701"," DOID:11267"," DOID:1237 "
"18704"," DOID:11268",NA
"18706"," DOID:11269"," DOID:823 "
"18709"," DOID:11271",NA
"18711"," DOID:11275",NA
"18713"," DOID:11277"," DOID:7998 "
"18716"," DOID:11282"," DOID:11086 "
"18719"," DOID:11283"," DOID:11086 "
"18722"," DOID:11284",NA
"18724"," DOID:11285"," DOID:4109 "
"18727"," DOID:11286",NA
"18729"," DOID:11287",NA
"18731"," DOID:11289"," DOID:841 "
"18734"," DOID:1129"," DOID:1130 "
"18737"," DOID:11294"," DOID:255 "
"18740"," DOID:11295"," DOID:2462 "
"18743"," DOID:11299"," DOID:5976 "
"18746"," DOID:113",NA
"18748"," DOID:1130"," DOID:3646 "
"18751"," DOID:11302"," DOID:1395 "
"18754"," DOID:11307",NA
"18756"," DOID:11308",NA
"18758"," DOID:11309",NA
"18760"," DOID:11312"," DOID:0050822 "
"18763"," DOID:11314",NA
"18765"," DOID:11315"," DOID:1731 "
"18768"," DOID:11316"," DOID:3612 "
"18771"," DOID:11320"," DOID:934 "
"18774"," DOID:11327",NA
"18776"," DOID:11328"," DOID:2468 "
"18779"," DOID:11329"," DOID:65 "
"18782"," DOID:11330"," DOID:2723 "
"18785"," DOID:11335"," DOID:2916 "
"18788"," DOID:11336"," DOID:0050338 "
"18791"," DOID:11337"," DOID:0050339 "
"18794"," DOID:11338"," DOID:0050338 "
"18797"," DOID:11339"," DOID:2473 "
"18800"," DOID:1134"," DOID:1483 "
"18803"," DOID:11340",NA
"18805"," DOID:11341",NA
"18807"," DOID:11342"," DOID:1237 "
"18810"," DOID:11343"," DOID:5614 "
"18813"," DOID:11346",NA
"18815"," DOID:11347",NA
"18817"," DOID:11349",NA
"18819"," DOID:11350",NA
"18821"," DOID:11352",NA
"18823"," DOID:11353"," DOID:365 "
"18826"," DOID:11354"," DOID:11353 "
"18829"," DOID:11355"," DOID:9590 "
"18832"," DOID:11360"," DOID:934 "
"18835"," DOID:11361",NA
"18837"," DOID:11364"," DOID:110 "
"18840"," DOID:11367"," DOID:110 "
"18843"," DOID:11371"," DOID:5353 "
"18846"," DOID:11372"," DOID:5353 "
"18849"," DOID:11374"," DOID:3128 "
"18852"," DOID:11377",NA
"18854"," DOID:11379"," DOID:883 "
"18857"," DOID:1138"," DOID:1140 "
"18860"," DOID:11382"," DOID:4677 "
"18863"," DOID:11383"," DOID:1923 "
"18866"," DOID:11385"," DOID:93 "
"18869"," DOID:11387"," DOID:331 "
"18872"," DOID:11389"," DOID:331 "
"18875"," DOID:11390"," DOID:6713 "
"18878"," DOID:11394"," DOID:11162 "
"18881"," DOID:11396"," DOID:11162 "
"18884"," DOID:114"," DOID:1287 "
"18887"," DOID:1140"," DOID:5612 "
"18890"," DOID:11400"," DOID:2744 "
"18893"," DOID:11401"," DOID:1076 "
"18896"," DOID:11403",NA
"18898"," DOID:11404",NA
"18900"," DOID:11405"," DOID:0050338 "
"18903"," DOID:11406"," DOID:1417 "
"18906"," DOID:11409",NA
"18908"," DOID:1141",NA
"18910"," DOID:11418",NA
"18912"," DOID:1142"," DOID:1143 "
"18915"," DOID:11421",NA
"18917"," DOID:11424"," DOID:289 "
"18920"," DOID:11427"," DOID:289 "
"18923"," DOID:11428"," DOID:289 "
"18926"," DOID:11429"," DOID:289 "
"18929"," DOID:1143"," DOID:540 "
"18932"," DOID:11430"," DOID:289 "
"18935"," DOID:11431"," DOID:289 "
"18938"," DOID:11432"," DOID:289 "
"18941"," DOID:11436",NA
"18943"," DOID:11441",NA
"18945"," DOID:11442",NA
"18947"," DOID:11446"," DOID:12528 "
"18950"," DOID:11450"," DOID:9809 "
"18953"," DOID:11451",NA
"18955"," DOID:11452"," DOID:2383 "
"18958"," DOID:11457"," DOID:936 "
"18961"," DOID:11459"," DOID:9428 "
"18964"," DOID:11465"," DOID:574 "
"18967"," DOID:11472"," DOID:2596 "
"18970"," DOID:11476"," DOID:0080011 "
"18973"," DOID:1148"," DOID:0080015 "
"18976"," DOID:11481"," DOID:1787 "
"18979"," DOID:11482"," DOID:118 "
"18982"," DOID:11486"," DOID:11504 "
"18985"," DOID:11488"," DOID:11465 "
"18988"," DOID:11489",NA
"18990"," DOID:11490",NA
"18992"," DOID:11491"," DOID:5113 "
"18995"," DOID:115"," DOID:118 "
"18998"," DOID:1150",NA
"19000"," DOID:11502"," DOID:61 "
"19003"," DOID:11503"," DOID:11504 "
"19006"," DOID:11504"," DOID:11465 "
"19009"," DOID:11506"," DOID:10754 "
"19012"," DOID:11507"," DOID:8670 "
"19015"," DOID:11512"," DOID:272 "
"19018"," DOID:11514"," DOID:10944 "
"19021"," DOID:11516"," DOID:114 "
"19024"," DOID:11518"," DOID:238 "
"19027"," DOID:11520"," DOID:1073 "
"19030"," DOID:11523",NA
"19032"," DOID:11524",NA
"19034"," DOID:11525",NA
"19036"," DOID:11527"," DOID:786 "
"19039"," DOID:11535",NA
"19041"," DOID:11541"," DOID:1237 "
"19044"," DOID:11543"," DOID:9858 "
"19047"," DOID:11547"," DOID:10124 "
"19050"," DOID:11549"," DOID:225 "
"19053"," DOID:11550"," DOID:562 "
"19056"," DOID:11552"," DOID:10124 "
"19059"," DOID:11554"," DOID:2566 "
"19062"," DOID:11555"," DOID:0060443 "
"19065"," DOID:11557"," DOID:3697 "
"19068"," DOID:11558"," DOID:11557 "
"19071"," DOID:1156"," DOID:848 "
"19074"," DOID:11561"," DOID:5679 "
"19077"," DOID:11563"," DOID:865 "
"19080"," DOID:11569"," DOID:4737 "
"19083"," DOID:11572"," DOID:9470 "
"19086"," DOID:11573"," DOID:0050338 "
"19089"," DOID:11574"," DOID:9470 "
"19092"," DOID:11575",NA
"19094"," DOID:11577"," DOID:574 "
"19097"," DOID:11578",NA
"19099"," DOID:11581"," DOID:9368 "
"19102"," DOID:11582",NA
"19104"," DOID:11584",NA
"19106"," DOID:11589"," DOID:0050548 "
"19109"," DOID:1159"," DOID:76 "
"19112"," DOID:11593"," DOID:11054 "
"19115"," DOID:11594"," DOID:11595 "
"19118"," DOID:11595"," DOID:11343 "
"19121"," DOID:11597",NA
"19123"," DOID:11599"," DOID:11465 "
"19126"," DOID:116"," DOID:117 "
"19129"," DOID:11600",NA
"19131"," DOID:11603"," DOID:3463 "
"19134"," DOID:11604",NA
"19136"," DOID:11606",NA
"19138"," DOID:11607",NA
"19140"," DOID:11608"," DOID:9471 "
"19143"," DOID:11612"," DOID:1414 "
"19146"," DOID:11613"," DOID:1923 "
"19149"," DOID:11615"," DOID:3856 "
"19152"," DOID:11623"," DOID:5330 "
"19155"," DOID:11624"," DOID:0060087 "
"19158"," DOID:11629"," DOID:1284 "
"19161"," DOID:11633"," DOID:1459 "
"19164"," DOID:11634"," DOID:1459 "
"19167"," DOID:11637"," DOID:10034 "
"19170"," DOID:11638"," DOID:10034 "
"19173"," DOID:11649",NA
"19175"," DOID:11650",NA
"19177"," DOID:11653"," DOID:4251 "
"19180"," DOID:11654",NA
"19182"," DOID:11656"," DOID:0080841 "
"19185"," DOID:1166"," DOID:848 "
"19188"," DOID:11661"," DOID:13399 "
"19191"," DOID:11662",NA
"19193"," DOID:11664"," DOID:1073 "
"19196"," DOID:11665"," DOID:0080014 "
"19199"," DOID:11668"," DOID:10123 "
"19202"," DOID:11669"," DOID:420 "
"19205"," DOID:11671"," DOID:4535 "
"19208"," DOID:11678"," DOID:1080 "
"19211"," DOID:1168"," DOID:3146 "
"19214"," DOID:11680",NA
"19216"," DOID:11683",NA
"19218"," DOID:11684"," DOID:6498 "
"19221"," DOID:11685"," DOID:6498 "
"19224"," DOID:11693"," DOID:823 "
"19227"," DOID:11695"," DOID:272 "
"19230"," DOID:11696",NA
"19232"," DOID:11699",NA
"19234"," DOID:117"," DOID:176 "
"19237"," DOID:11701"," DOID:11702 "
"19240"," DOID:11702"," DOID:6025 "
"19243"," DOID:11705",NA
"19245"," DOID:1171"," DOID:1168 "
"19248"," DOID:11711",NA
"19250"," DOID:11712"," DOID:9352 "
"19253"," DOID:11713"," DOID:341 "
"19256"," DOID:11714"," DOID:0081062 "
"19259"," DOID:11716"," DOID:4194 "
"19262"," DOID:11717"," DOID:0081062 "
"19265"," DOID:11718"," DOID:302 "
"19268"," DOID:11719"," DOID:9884 "
"19271"," DOID:1172"," DOID:1168 "
"19274"," DOID:11720"," DOID:9884 "
"19277"," DOID:11721"," DOID:2747 "
"19280"," DOID:11722"," DOID:450 "
"19283"," DOID:11723"," DOID:9884 "
"19286"," DOID:11724"," DOID:9884 "
"19289"," DOID:11725"," DOID:225 "
"19292"," DOID:11726"," DOID:9884 "
"19295"," DOID:11727"," DOID:9884 "
"19298"," DOID:11729"," DOID:0050338 "
"19301"," DOID:11730",NA
"19303"," DOID:11732",NA
"19305"," DOID:11733",NA
"19307"," DOID:11734",NA
"19309"," DOID:11735",NA
"19311"," DOID:11736"," DOID:216 "
"19314"," DOID:11741",NA
"19316"," DOID:11746"," DOID:11747 "
"19319"," DOID:11747"," DOID:363 "
"19322"," DOID:11748"," DOID:11747 "
"19325"," DOID:11750"," DOID:1116 "
"19328"," DOID:11752"," DOID:9724 "
"19331"," DOID:11753",NA
"19333"," DOID:11754"," DOID:9799 "
"19336"," DOID:11755"," DOID:4137 "
"19339"," DOID:11756",NA
"19341"," DOID:11758"," DOID:5113 "
"19344"," DOID:11759"," DOID:2355 "
"19347"," DOID:1176"," DOID:0050161 "
"19350"," DOID:11760"," DOID:8125 "
"19353"," DOID:11766"," DOID:790 "
"19356"," DOID:11770",NA
"19358"," DOID:11771"," DOID:9650 "
"19361"," DOID:11772"," DOID:9799 "
"19364"," DOID:11775",NA
"19366"," DOID:11776"," DOID:1686 "
"19369"," DOID:11781"," DOID:11782 "
"19372"," DOID:11782"," DOID:9835 "
"19375"," DOID:11783"," DOID:2742 "
"19378"," DOID:11786"," DOID:2529 "
"19381"," DOID:11787"," DOID:2529 "
"19384"," DOID:11793"," DOID:1237 "
"19387"," DOID:11797"," DOID:3437 "
"19390"," DOID:118"," DOID:0050829 "
"19393"," DOID:11801"," DOID:5113 "
"19396"," DOID:11802",NA
"19398"," DOID:11806",NA
"19400"," DOID:11809"," DOID:11054 "
"19403"," DOID:11810",NA
"19405"," DOID:11811"," DOID:11054 "
"19408"," DOID:11812"," DOID:11054 "
"19411"," DOID:11813"," DOID:11054 "
"19414"," DOID:11814"," DOID:11054 "
"19417"," DOID:11815",NA
"19419"," DOID:11816"," DOID:9720 "
"19422"," DOID:11817"," DOID:11054 "
"19425"," DOID:11818"," DOID:11054 "
"19428"," DOID:11819"," DOID:3996 "
"19431"," DOID:11820"," DOID:11054 "
"19434"," DOID:11821"," DOID:11054 "
"19437"," DOID:11823"," DOID:3021 "
"19440"," DOID:11824"," DOID:225 "
"19443"," DOID:11828",NA
"19445"," DOID:11829"," DOID:11830 "
"19448"," DOID:1183",NA
"19450"," DOID:11830"," DOID:9835 "
"19453"," DOID:11831"," DOID:5691 "
"19456"," DOID:11832"," DOID:1826 "
"19459"," DOID:11836"," DOID:0080006 "
"19462"," DOID:11837",NA
"19464"," DOID:11838"," DOID:11615 "
"19467"," DOID:11839"," DOID:11615 "
"19470"," DOID:1184"," DOID:2527 "
"19473"," DOID:11840"," DOID:3393 "
"19476"," DOID:11843"," DOID:3393 "
"19479"," DOID:11847"," DOID:3393 "
"19482"," DOID:11849",NA
"19484"," DOID:11850"," DOID:9835 "
"19487"," DOID:11851"," DOID:1024 "
"19490"," DOID:11852",NA
"19492"," DOID:11853"," DOID:1143 "
"19495"," DOID:11854",NA
"19497"," DOID:11855",NA
"19499"," DOID:11856",NA
"19501"," DOID:11861",NA
"19503"," DOID:11862",NA
"19505"," DOID:11864"," DOID:1979 "
"19508"," DOID:11868",NA
"19510"," DOID:1187"," DOID:1188 "
"19513"," DOID:11870"," DOID:1289 "
"19516"," DOID:11871"," DOID:4677 "
"19519"," DOID:11872",NA
"19521"," DOID:11873",NA
"19523"," DOID:11874"," DOID:8499 "
"19526"," DOID:11875"," DOID:9637 "
"19529"," DOID:1188"," DOID:870 "
"19532"," DOID:11885"," DOID:731 "
"19535"," DOID:11887"," DOID:11885 "
"19538"," DOID:11888"," DOID:956 "
"19541"," DOID:11889"," DOID:0050671 "
"19544"," DOID:11892",NA
"19546"," DOID:11893",NA
"19548"," DOID:11896",NA
"19550"," DOID:11897",NA
"19552"," DOID:119"," DOID:120 "
"19555"," DOID:11902",NA
"19557"," DOID:11905"," DOID:1245 "
"19560"," DOID:11907"," DOID:8504 "
"19563"," DOID:11914"," DOID:1159 "
"19566"," DOID:11917"," DOID:8913 "
"19569"," DOID:1192"," DOID:3093 "
"19572"," DOID:11920"," DOID:0050615 "
"19575"," DOID:11934"," DOID:0050686 "
"19578"," DOID:11939",NA
"19580"," DOID:11943",NA
"19582"," DOID:11944",NA
"19584"," DOID:11945",NA
"19586"," DOID:11946",NA
"19588"," DOID:11947",NA
"19590"," DOID:11949"," DOID:649 "
"19593"," DOID:1195"," DOID:870 "
"19596"," DOID:11950",NA
"19598"," DOID:11952",NA
"19600"," DOID:11954",NA
"19602"," DOID:11955",NA
"19604"," DOID:11963"," DOID:6050 "
"19607"," DOID:11964",NA
"19609"," DOID:11968"," DOID:2170 "
"19612"," DOID:11970",NA
"19614"," DOID:11971"," DOID:1934 "
"19617"," DOID:11975"," DOID:1393 "
"19620"," DOID:11976"," DOID:0050338 "
"19623"," DOID:11977",NA
"19625"," DOID:11978",NA
"19627"," DOID:11981"," DOID:9970 "
"19630"," DOID:11983"," DOID:0080014 "
"19633"," DOID:11984"," DOID:0060036 "
"19636"," DOID:11987",NA
"19638"," DOID:11988"," DOID:11653 "
"19641"," DOID:11990"," DOID:2123 "
"19644"," DOID:11991"," DOID:4254 "
"19647"," DOID:11994"," DOID:2519 "
"19650"," DOID:11996"," DOID:2519 "
"19653"," DOID:11997"," DOID:48 "
"19656"," DOID:120"," DOID:193 "
"19659"," DOID:12000",NA
"19661"," DOID:12001"," DOID:11920 "
"19664"," DOID:12002"," DOID:11920 "
"19667"," DOID:12003"," DOID:4876 "
"19670"," DOID:1201"," DOID:2815 "
"19673"," DOID:12010"," DOID:1891 "
"19676"," DOID:12016"," DOID:368 "
"19679"," DOID:12017",NA
"19681"," DOID:12019",NA
"19683"," DOID:12020",NA
"19685"," DOID:12021",NA
"19687"," DOID:12022",NA
"19689"," DOID:12028"," DOID:656 "
"19692"," DOID:12029"," DOID:12030 "
"19695"," DOID:1203"," DOID:8646 "
"19698"," DOID:12030"," DOID:13141 "
"19701"," DOID:1204",NA
"19703"," DOID:12040",NA
"19705"," DOID:12043"," DOID:2383 "
